Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
NEUVILLE UNIVERSITE;87334482;JOB;2018;2018-03-27;L;L3;De 16h à 20h;448
AULNAY SOUS BOIS;87271411;Dimanche;2015;2015-10-04;T4;T4;Après 20h;803
MAREIL SUR MAULDRE;87381715;Samedi;2018;2018-10-20;N;N;De 16h à 20h;19
PARIS SAINT-LAZARE;87384008;Samedi;2014;2014-05-17;L;L3;De 16h à 20h;6147
BONDY;87113407;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;1263
PLAISIR LES CLAYES;87393629;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;262
PONT CARDINET;87381111;Samedi;2014;2014-05-17;L;L3;De 6h à 10h;245
GARGAN;87113860;Dimanche;2015;2015-10-04;T4;T4;Avant 6h;21
VANVES MALAKOFF;87391532;Samedi;2018;2018-10-20;N;N;De 10h à 16h;627
BELLEVUE;87393116;Dimanche;2018;2018-10-14;N;N;Après 20h;76
GARGAN;87113860;JOB;2015;2015-10-15;T4;T4;Avant 6h;29
VILLEPREUX LES CLAYES;87393413;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;172
BELLEVUE;87393116;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;358
L'ABBAYE;87113886;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;196
VILLEPREUX LES CLAYES;87393413;JOB;2018;2018-10-16;N;N;De 16h à 20h;622
BEYNES;87393363;JOB;2018;2018-10-16;N;N;De 6h à 10h;206
L'ABBAYE;87113886;Dimanche;2015;2015-10-04;T4;T4;De 6h à 10h;129
CHAILLY BOISSY LECHATEL;87116343;Samedi;2019;2019-05-11;P;P;De 16h à 20h;0
CHAVILLE RIVE GAUCHE;87393207;Samedi;2018;2018-10-20;N;N;Avant 6h;15
LES PAVILLONS SOUS BOIS;87113852;JOB;2015;2015-10-15;T4;T4;De 10h à 16h;3
CHANGIS SAINT-JEAN;87116509;JOB;2019;2019-05-21;P;P;De 16h à 20h;1
CLAMART;87391565;Dimanche;2018;2018-10-14;N;N;Avant 6h;6
LYCEE HENRI SELLIER;87988717;Samedi;2015;2015-10-03;T4;T4;De 6h à 10h;214
COUILLY SAINT-GERMAIN QUINCY;87116731;Dimanche;2019;2019-05-12;P;P;Après 20h;6
HOUDAN;87393462;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;167
ROUGEMONT CHANTELOUP;87431791;Samedi;2015;2015-10-03;T4;T4;Après 20h;261
CROUY SUR OURCQ;87116640;Samedi;2019;2019-05-11;P;P;Après 20h;5
HOUDAN;87393462;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;367
LA DEFENSE GRANDE ARCHE;87758011;Dimanche;2016;2016-03-13;U;U;De 16h à 20h;1317
ESBLY;87116327;JOB;2019;2019-03-13;P;P;De 6h à 10h;2426
LA VERRIERE;87393256;JOB;2018;2018-10-16;N;N;Avant 6h;91
PUTEAUX;87382382;Samedi;2016;2016-03-12;U;U;Avant 6h;2
ESBLY;87116327;Samedi;2019;2019-05-11;P;P;De 6h à 10h;25
LA VERRIERE;87393256;JOB;2018;2018-10-16;N;N;De 6h à 10h;2079
SAINT-QUENTIN EN YVELINES;87393843;JOB;2016;2016-03-17;U;U;Après 20h;535
JOUY SUR MORIN CHAMPGOULIN;87430918;JOB;2019;2019-05-14;P;P;Après 20h;0
LE PERRAY;87393298;JOB;2018;2018-10-16;N;N;Avant 6h;20
SURESNES MONT VALERIEN;87382374;Dimanche;2016;2016-03-13;U;U;Après 20h;32
LA FERTE GAUCHER;87116392;JOB;2019;2019-05-14;P;P;Après 20h;2
LES ESSARTS LE ROI;87393280;Dimanche;2018;2018-10-14;N;N;Après 20h;35
TRAPPES;87393835;Dimanche;2016;2016-03-13;U;U;De 16h à 20h;326
LA FERTE GAUCHER CENTRE;87430819;Samedi;2019;2019-05-11;P;P;De 6h à 10h;2
MARCHEZAIS BROUE;87393470;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;18
LA FERTE MILON;87116673;JOB;2019;2019-05-14;P;P;Après 20h;9
MAULE;87381723;JOB;2018;2018-10-16;N;N;De 10h à 16h;81
LA FERTE SOUS JOUARRE;87116517;Samedi;2019;2019-05-11;P;P;De 6h à 10h;425
NEZEL AULNAY;87381731;JOB;2018;2018-10-16;N;N;De 16h à 20h;21
LAGNY THORIGNY;87116319;Samedi;2019;2019-03-15;P;P;De 16h à 20h;912
PARIS MONTPARNASSE;87391003;Samedi;2018;2018-10-20;N;N;De 6h à 10h;2016
LIZY SUR OURCQ;87116632;JOB;2019;2019-05-14;P;P;De 16h à 20h;82
PLAISIR GRIGNON;87393421;JOB;2018;2018-10-16;N;N;Après 20h;162
MEAUX;87116103;Dimanche;2019;2019-03-16;P;P;Avant 6h;206
PLAISIR LES CLAYES;87393629;JOB;2018;2018-10-16;N;N;De 10h à 16h;402
MEAUX;87116103;JOB;2019;2019-05-21;P;P;Après 20h;52
SAINT-CYR;87393223;JOB;2018;2018-10-16;N;N;Avant 6h;62
MEAUX;87116103;JOB;2019;2019-05-14;P;P;De 6h à 10h;3935
VANVES MALAKOFF;87391532;Dimanche;2018;2018-10-14;N;N;Après 20h;82
MOUROUX;87116285;Dimanche;2019;2019-03-16;P;P;De 6h à 10h;9
VILLEPREUX LES CLAYES;87393413;Samedi;2018;2018-10-20;N;N;De 10h à 16h;635
MOUROUX;87116285;JOB;2019;2019-03-13;P;P;Après 20h;5
VILLIERS NEAUPHLE PONTCHARTRAIN;87393884;JOB;2018;2018-10-16;N;N;Après 20h;13
NANTEUIL SAACY;87116558;JOB;2019;2019-05-14;P;P;Avant 6h;233
CHANGIS SAINT-JEAN;87116509;Dimanche;2019;2019-05-12;P;P;Après 20h;7
NOGENT L'ARTAUD CHARLY;87116566;Samedi;2019;2019-05-11;P;P;Avant 6h;7
CHAUFFRY;87116350;Samedi;2019;2019-05-11;P;P;Après 20h;0
PARIS EST;87113001;Samedi;2019;2019-03-15;P;P;De 16h à 20h;5950
CHELLES GOURNAY;87116111;JOB;2019;2019-03-13;P;P;De 10h à 16h;2153
PROVINS;87116160;Dimanche;2019;2019-05-12;P;P;Avant 6h;25
CHEZY SUR MARNE;87116574;Dimanche;2019;2019-05-12;P;P;De 16h à 20h;30
PROVINS;87116160;JOB;2019;2019-05-14;P;P;Avant 6h;187
CHEZY SUR MARNE;87116574;JOB;2019;2019-05-21;P;P;De 16h à 20h;0
TOURNAN;87116210;JOB;2019;2019-03-13;P;P;Après 20h;43
COUILLY SAINT-GERMAIN QUINCY;87116731;JOB;2019;2019-05-14;P;P;De 16h à 20h;48
TRILPORT;87116491;Dimanche;2019;2019-05-19;P;P;De 10h à 16h;16
COUILLY SAINT-GERMAIN QUINCY;87116731;Samedi;2019;2019-05-11;P;P;Après 20h;4
TRILPORT;87116491;JOB;2019;2019-05-21;P;P;Après 20h;2
CROUY SUR OURCQ;87116640;Dimanche;2019;2019-05-19;P;P;De 6h à 10h;4
VAIRES TORCY;87116293;Samedi;2019;2019-03-15;P;P;De 16h à 20h;518
ESBLY;87116327;JOB;2019;2019-05-14;P;P;Avant 6h;3
VERNEUIL L'ETANG;87116079;JOB;2019;2019-05-14;P;P;Avant 6h;68
FAREMOUTIERS POMMEUSE;87116277;Dimanche;2019;2019-03-16;P;P;De 10h à 16h;88
VERNEUIL L'ETANG;87116079;JOB;2019;2019-05-16;P;P;De 10h à 16h;184
FAREMOUTIERS POMMEUSE;87116277;JOB;2019;2019-03-13;P;P;De 10h à 16h;83
BOURRON MARLOTTE GREZ;87684118;JOB;2017;2017-03-07;R;R;De 10h à 16h;46
GUERARD LA CELLE SUR MORIN;87116269;Dimanche;2019;2019-03-16;P;P;De 6h à 10h;4
BOURRON MARLOTTE GREZ;87684118;Samedi;2017;2017-03-11;R;R;Après 20h;4
GUERARD LA CELLE SUR MORIN;87116269;JOB;2019;2019-03-13;P;P;Après 20h;5
DORDIVES;87684233;Samedi;2017;2017-03-11;R;R;De 10h à 16h;38
ISLES ARMENTIERES CONGIS;87116616;Samedi;2019;2019-05-11;P;P;Après 20h;11
FERRIERES FONTENAY;87684241;JOB;2017;2017-03-07;R;R;De 10h à 16h;8
ISLES ARMENTIERES CONGIS;87116616;Samedi;2019;2019-05-11;P;P;Avant 6h;0
FERRIERES FONTENAY;87684241;JOB;2017;2017-03-07;R;R;De 16h à 20h;5
LA FERTE GAUCHER;87116392;Samedi;2019;2019-05-11;P;P;De 16h à 20h;2
FONTAINE LE PORT;87682427;Samedi;2017;2017-03-11;R;R;De 10h à 16h;20
LIZY SUR OURCQ;87116632;Samedi;2019;2019-05-11;P;P;De 10h à 16h;162
MELUN;87682005;JOB;2017;2017-03-07;R;R;De 10h à 16h;3190
LONGUEVILLE;87116137;Samedi;2019;2019-05-11;P;P;Après 20h;27
MONTEREAU;87682302;JOB;2017;2017-03-07;R;R;Après 20h;94
MARLES EN BRIE;87116228;JOB;2019;2019-03-13;P;P;De 10h à 16h;97
MONTIGNY SUR LOING;87684100;JOB;2017;2017-03-07;R;R;De 10h à 16h;56
MARLES EN BRIE;87116228;JOB;2019;2019-03-13;P;P;De 6h à 10h;590
MORET VENEUX LES SABLONS;87682278;JOB;2017;2017-03-07;R;R;De 6h à 10h;1207
MONTRY CONDE;87116400;JOB;2019;2019-05-14;P;P;De 6h à 10h;49
NEMOURS SAINT-PIERRE;87684126;Samedi;2017;2017-03-11;R;R;De 16h à 20h;234
MOUROUX;87116285;JOB;2019;2019-03-13;P;P;De 6h à 10h;148
SOUPPES CHATEAU LANDON;87684217;Samedi;2017;2017-03-11;R;R;De 6h à 10h;111
NANGIS;87116095;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;83
VERNOU SUR SEINE;87682468;Samedi;2017;2017-03-11;R;R;De 16h à 20h;13
NANGIS;87116095;Samedi;2019;2019-05-11;P;P;De 16h à 20h;182
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;Samedi;2017;2017-12-02;T11;T11;De 10h à 16h;568
NANTEUIL SAACY;87116558;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;176
PIERREFITTE STAINS TRAM 11 EXPRESS;87697326;Dimanche;2017;2017-12-03;T11;T11;De 10h à 16h;587
NANTEUIL SAACY;87116558;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;48
BONDY;87113407;Samedi;2015;2015-10-03;T4;T4;De 6h à 10h;459
PARIS EST;87113001;JOB;2019;2019-05-16;P;P;De 10h à 16h;924
FREINVILLE SEVRAN;87113894;Dimanche;2015;2015-10-04;T4;T4;De 10h à 16h;550
PARIS EST;87113001;JOB;2019;2019-03-13;P;P;De 6h à 10h;2360
L'ABBAYE;87113886;Dimanche;2015;2015-10-04;T4;T4;Avant 6h;11
PARIS EST;87113001;Samedi;2019;2019-03-15;P;P;Avant 6h;63
LES PAVILLONS SOUS BOIS;87113852;Dimanche;2015;2015-10-04;T4;T4;Après 20h;89
PARIS EST;87113001;Samedi;2019;2019-05-11;P;P;De 16h à 20h;3047
ROUGEMONT CHANTELOUP;87431791;Dimanche;2015;2015-10-04;T4;T4;De 6h à 10h;343
SAINT-REMY LA VANNE;87116376;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;7
CHAVILLE RIVE DROITE;87382333;JOB;2016;2016-03-22;U;U;Après 20h;13
SAINT-REMY LA VANNE;87116376;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;0
LA VERRIERE;87393256;Samedi;2016;2016-03-12;U;U;De 10h à 16h;647
SAINT-SIMEON;87116368;Samedi;2019;2019-05-11;P;P;De 10h à 16h;5
PUTEAUX;87382382;Dimanche;2016;2016-03-13;U;U;De 10h à 16h;192
SAINTE-COLOMBE SEPTVEILLES;87116178;JOB;2019;2019-05-16;P;P;De 10h à 16h;55
PUTEAUX;87382382;Samedi;2016;2016-03-12;U;U;Après 20h;69
TRILPORT;87116491;JOB;2019;2019-05-14;P;P;De 6h à 10h;1420
SEVRES VILLE D'AVRAY;87382341;Samedi;2016;2016-03-12;U;U;De 16h à 20h;67
VERNEUIL L'ETANG;87116079;Samedi;2019;2019-05-11;P;P;De 6h à 10h;123
SURESNES MONT VALERIEN;87382374;Dimanche;2016;2016-03-13;U;U;De 10h à 16h;84
BAGNEAUX SUR LOING;87684191;Samedi;2017;2017-03-11;R;R;Avant 6h;6
SURESNES MONT VALERIEN;87382374;JOB;2016;2016-03-22;U;U;Après 20h;55
BOIS LE ROI;87682203;Samedi;2017;2017-03-11;R;R;Après 20h;78
VERSAILLES CHANTIERS;87393009;JOB;2016;2016-03-15;U;U;Avant 6h;37
BOIS LE ROI;87682203;Samedi;2017;2017-03-11;R;R;De 16h à 20h;312
VERSAILLES CHANTIERS;87393009;Samedi;2016;2016-03-12;U;U;Après 20h;268
CHARTRETTES;87682419;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;24
DORDIVES;87684233;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;23
FERRIERES FONTENAY;87684241;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;13
FONTAINE LE PORT;87682427;Dimanche;2017;2017-03-12;R;R;Avant 6h;0
FONTAINE LE PORT;87682427;JOB;2017;2017-03-07;R;R;De 6h à 10h;52
FONTAINEBLEAU AVON;87682211;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;846
LIVRY SUR SEINE;87682401;JOB;2017;2017-03-07;R;R;De 10h à 16h;22
MONTEREAU;87682302;Samedi;2017;2017-03-11;R;R;De 16h à 20h;368
MONTIGNY SUR LOING;87684100;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;97
PARIS GARE DE LYON;87686030;JOB;2017;2017-03-07;R;R;De 16h à 20h;11952
PARIS GARE DE LYON;87686030;Samedi;2017;2017-03-11;R;R;De 16h à 20h;2819
SAINT-MAMMES;87682294;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;16
SAINT-MAMMES;87682294;JOB;2017;2017-03-07;R;R;De 10h à 16h;33
SAINT-MAMMES;87682294;JOB;2017;2017-03-07;R;R;De 6h à 10h;217
SOUPPES CHATEAU LANDON;87684217;JOB;2017;2017-03-07;R;R;De 6h à 10h;614
THOMERY;87682252;Samedi;2017;2017-03-11;R;R;De 6h à 10h;21
VULAINES SUR SEINE SAMOREAU;87682443;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;13
DUGNY LA COURNEUVE TRAM 11 EXPRESS;87697342;Samedi;2017;2017-12-02;T11;T11;Après 20h;77
EPINAY TRAM 11 EXPRESS;87697292;Dimanche;2017;2017-12-03;T11;T11;Avant 6h;18
VILLETANEUSE UNIVERSITE TRAM 11 EXPRESS;87697318;Dimanche;2017;2017-12-03;T11;T11;Avant 6h;15
VILLETANEUSE UNIVERSITE TRAM 11 EXPRESS;87697318;Dimanche;2017;2017-12-03;T11;T11;De 16h à 20h;180
AULNAY SOUS BOIS;87271411;JOB;2015;2015-10-06;T4;T4;De 6h à 10h;45
BONDY;87113407;Samedi;2015;2015-10-03;T4;T4;Après 20h;1161
BONDY;87113407;Samedi;2015;2015-10-03;T4;T4;Avant 6h;19
FREINVILLE SEVRAN;87113894;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;376
FREINVILLE SEVRAN;87113894;Samedi;2015;2015-10-03;T4;T4;Avant 6h;30
LES COQUETIERS;87113845;Samedi;2015;2015-10-03;T4;T4;De 16h à 20h;364
LES PAVILLONS SOUS BOIS;87113852;JOB;2015;2015-10-06;T4;T4;De 16h à 20h;888
LYCEE HENRI SELLIER;87988717;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;160
REMISE A JORELLE;87988709;JOB;2015;2015-10-06;T4;T4;De 10h à 16h;285
CHAVILLE RIVE DROITE;87382333;JOB;2016;2016-03-15;U;U;Avant 6h;6
LA DEFENSE GRANDE ARCHE;87758011;JOB;2016;2016-03-17;U;U;Après 20h;608
PUTEAUX;87382382;Samedi;2016;2016-03-12;U;U;De 10h à 16h;243
SAINT-QUENTIN EN YVELINES;87393843;Samedi;2016;2016-03-12;U;U;De 16h à 20h;780
ACHERES GRAND CORMIER;87386052;JOB;2018;2018-03-27;A;A;Avant 6h;7
ACHERES VILLE;87381657;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;631
CERGY PREFECTURE;87381905;Dimanche;2014;2014-05-18;A;A;De 16h à 20h;1815
CONFLANS FIN D'OISE;87381459;Samedi;2014;2014-05-17;A;A;Avant 6h;33
HOUILLES CARRIERES SUR SEINE;87386409;Dimanche;2014;2014-05-18;A;A;De 10h à 16h;2474
MAISONS LAFFITTE;87386425;JOB;2018;2018-03-27;A;A;Avant 6h;121
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;A;A;Avant 6h;61
POISSY;87386573;Dimanche;2014;2014-05-18;A;A;Avant 6h;62
SARTROUVILLE;87386417;Samedi;2014;2014-05-17;A;A;Avant 6h;74
SARTROUVILLE;87386417;Samedi;2014;2014-05-17;A;A;De 6h à 10h;1546
DRANCY;87271403;Samedi;2019;2019-03-16;B;B;Avant 6h;390
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-21;B;B;Après 20h;490
LA COURNEUVE AUBERVILLIERS;87271304;Samedi;2019;2019-03-16;B;B;De 10h à 16h;5804
LE BLANC MESNIL;87271478;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;2429
MITRY CLAYE;87271528;Dimanche;2019;2019-03-17;B;B;De 6h à 10h;186
VILLEPARISIS MITRY LE NEUF;87271510;Dimanche;2019;2019-03-17;B;B;Après 20h;24
VILLEPARISIS MITRY LE NEUF;87271510;Dimanche;2019;2019-03-17;B;B;De 10h à 16h;1397
ABLON;87545269;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;266
AMPERE WAGRAM;87771111;JOB;2017;2017-04-25;C;C;De 6h à 10h;5
ATHIS MONS;87545251;Samedi;2017;2017-04-22;C;C;De 6h à 10h;248
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Samedi;2017;2017-04-22;C;C;Après 20h;262
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Samedi;2017;2017-04-22;C;C;De 16h à 20h;801
BIBLIOTHEQUE FRANCOIS MITTERRAND;87328328;Samedi;2017;2017-04-22;C;C;De 6h à 10h;2406
BOULAINVILLIERS;87543181;Samedi;2017;2017-04-22;C;C;Après 20h;293
BOURAY;87545178;Samedi;2017;2017-04-22;C;C;De 10h à 16h;283
BREUILLET VILLAGE;87545491;Samedi;2017;2017-04-22;C;C;De 10h à 16h;227
CERNAY;87276063;Dimanche;2017;2017-04-23;C;C;Après 20h;57
CERNAY;87276063;JOB;2017;2017-04-25;C;C;De 6h à 10h;1794
CHAVILLE VELIZY;87393173;JOB;2017;2017-04-25;C;C;De 6h à 10h;1798
CHEMIN D'ANTONY;87546317;Dimanche;2017;2017-04-23;C;C;Avant 6h;2
CHEMIN D'ANTONY;87546317;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;39
CHILLY MAZARIN;87393637;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;225
DOURDAN;87545525;Samedi;2017;2017-04-22;C;C;De 10h à 16h;349
DOURDAN LA FORET;87540179;JOB;2017;2017-04-25;C;C;De 16h à 20h;386
ETAMPES;87545137;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1035
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2017;2017-04-23;C;C;Avant 6h;15
GENNEVILLIERS;87271205;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;443
GRAVIGNY BALIZY;87393645;JOB;2017;2017-04-25;C;C;Après 20h;15
IGNY;87393561;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;103
ISSY VAL DE SEINE;87393306;Dimanche;2017;2017-04-23;C;C;Après 20h;183
ISSY VAL DE SEINE;87393306;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;154
JAVEL;87393066;Samedi;2017;2017-04-22;C;C;Avant 6h;11
JOUY EN JOSAS;87393512;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;31
JOUY EN JOSAS;87393512;JOB;2017;2017-04-25;C;C;De 16h à 20h;741
LARDY;87545160;JOB;2017;2017-04-25;C;C;De 6h à 10h;564
LES ARDOINES;87492108;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1136
LES ARDOINES;87492108;Samedi;2017;2017-04-22;C;C;De 6h à 10h;522
LES SAULES;87546226;JOB;2017;2017-04-25;C;C;De 16h à 20h;442
ACHERES VILLE;87381657;Dimanche;2014;2014-05-18;A;A;Après 20h;156
CERGY LE HAUT;87382655;JOB;2018;2018-03-27;A;A;De 6h à 10h;5288
CERGY SAINT-CHRISTOPHE;87382499;JOB;2018;2018-03-27;A;A;De 16h à 20h;2027
MASSY PALAISEAU;87393579;Samedi;2017;2017-04-22;C;C;De 16h à 20h;787
MASSY VERRIERES;87383281;JOB;2017;2017-04-25;C;C;Après 20h;7
MEUDON VAL FLEURY;87393082;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;840
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;A;A;Après 20h;794
MEUDON VAL FLEURY;87393082;Samedi;2017;2017-04-22;C;C;De 6h à 10h;476
NEUVILLE UNIVERSITE;87334482;Dimanche;2014;2014-05-18;A;A;De 6h à 10h;167
POISSY;87386573;Samedi;2014;2014-05-17;A;A;De 10h à 16h;2032
MONTIGNY BEAUCHAMP;87276089;Samedi;2017;2017-04-22;C;C;De 10h à 16h;722
SARTROUVILLE;87386417;Dimanche;2014;2014-05-18;A;A;Après 20h;657
MUSEE D'ORSAY;87547307;JOB;2017;2017-04-25;C;C;De 16h à 20h;4648
SARTROUVILLE;87386417;JOB;2018;2018-03-27;A;A;De 6h à 10h;9169
AEROPORT CHARLES DE GAULLE 1;87271460;Samedi;2019;2019-03-23;B;B;De 16h à 20h;1072
AEROPORT CHARLES DE GAULLE 2 TGV;87001479;Samedi;2019;2019-03-23;B;B;De 16h à 20h;1311
PEREIRE SAUSSURE;87991111;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;1
PEREIRE SAUSSURE;87991111;JOB;2017;2017-04-25;C;C;De 16h à 20h;1
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-28;B;B;De 10h à 16h;4786
PIERRELAYE;87276097;Samedi;2017;2017-04-22;C;C;De 6h à 10h;95
PLACE LOULOU GASTE;87112222;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;0
PLACE LOULOU GASTE;87112222;Samedi;2017;2017-04-22;C;C;De 10h à 16h;9
PONT CARDINET;87381111;JOB;2017;2017-04-25;C;C;De 10h à 16h;27
MITRY CLAYE;87271528;Samedi;2019;2019-03-16;B;B;De 16h à 20h;556
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Samedi;2017;2017-04-22;C;C;De 16h à 20h;199
PORCHEFONTAINE;87393165;JOB;2017;2017-04-25;C;C;De 10h à 16h;337
SEVRAN BEAUDOTTES;87271445;Samedi;2019;2019-03-16;B;B;Après 20h;1973
PORCHEFONTAINE;87393165;Samedi;2017;2017-04-22;C;C;Après 20h;63
PORTE D'ASNIERES;87222222;Samedi;2017;2017-04-22;C;C;Après 20h;0
PORTE DE CLICHY;87111278;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;249
PORTE DE CLICHY;87111278;JOB;2017;2017-04-25;C;C;Avant 6h;49
VILLEPARISIS MITRY LE NEUF;87271510;JOB;2019;2019-03-28;B;B;Avant 6h;340
VILLEPINTE;87271452;Samedi;2019;2019-03-16;B;B;Après 20h;283
ABLON;87545269;Dimanche;2017;2017-04-23;C;C;Avant 6h;2
AMPERE WAGRAM;87771111;JOB;2017;2017-04-25;C;C;De 16h à 20h;5
ARPAJON;87545467;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;297
SAINT-MICHEL SUR ORGE;87545202;JOB;2017;2017-04-25;C;C;De 16h à 20h;937
SAINT-OUEN;87271247;Dimanche;2017;2017-04-23;C;C;Après 20h;121
ARPAJON;87545467;Samedi;2017;2017-04-22;C;C;De 6h à 10h;255
SAINT-OUEN;87271247;Samedi;2017;2017-04-22;C;C;De 16h à 20h;524
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;Dimanche;2017;2017-04-23;C;C;Après 20h;109
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;JOB;2017;2017-04-25;C;C;Après 20h;215
SAINT-QUENTIN EN YVELINES;87393843;JOB;2017;2017-04-25;C;C;Après 20h;392
AVENUE FOCH;87381038;Samedi;2017;2017-04-22;C;C;De 10h à 16h;337
SAVIGNY SUR ORGE;87545236;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;671
TOCQUEVILLE;87332222;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;3
TOCQUEVILLE;87332222;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;3
BREUILLET VILLAGE;87545491;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;151
CHAMARANDE;87545152;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
CHAMARANDE;87545152;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;53
CHATEAU D'EAU;87331111;Samedi;2017;2017-04-22;C;C;De 10h à 16h;3
VITRY SUR SEINE;87545293;JOB;2017;2017-04-25;C;C;De 10h à 16h;2016
CHILLY MAZARIN;87393637;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;53
BOIGNEVILLE;87684407;Samedi;2019;2019-03-23;D;D;Après 20h;0
BOUSSY SAINT-ANTOINE;87682138;Samedi;2019;2019-03-23;D;D;Avant 6h;57
CHOISY LE ROI;87545285;JOB;2017;2017-04-25;C;C;Avant 6h;598
BOUTIGNY;87681478;Samedi;2019;2019-03-23;D;D;De 6h à 10h;33
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;Après 20h;0
BUNO GIRONVILLE;87681510;JOB;2019;2019-03-26;D;D;Avant 6h;3
CHANTILLY GOUVIEUX;87276113;JOB;2019;2019-03-26;D;D;Avant 6h;46
EGLY;87545475;JOB;2017;2017-04-25;C;C;Après 20h;13
CHANTILLY GOUVIEUX;87276113;JOB;2019;2019-03-26;D;D;De 10h à 16h;101
COMBS LA VILLE QUINCY;87682146;JOB;2019;2019-03-26;D;D;De 10h à 16h;1389
EPINAY SUR SEINE;87271148;Samedi;2017;2017-04-22;C;C;De 6h à 10h;686
ERMONT EAUBONNE;87276055;JOB;2017;2017-04-25;C;C;De 16h à 20h;2971
ERMONT EAUBONNE;87276055;Samedi;2017;2017-04-22;C;C;De 6h à 10h;682
ETAMPES;87545137;JOB;2017;2017-04-25;C;C;De 16h à 20h;1000
CREIL;87276006;Samedi;2019;2019-03-23;D;D;De 6h à 10h;215
GARE DE MONNERVILLE;87551111;JOB;2017;2017-04-25;C;C;Avant 6h;0
ESSONNES ROBINSON;87681601;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;38
GRAVIGNY BALIZY;87393645;JOB;2017;2017-04-25;C;C;De 6h à 10h;629
IGNY;87393561;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;24
IGNY;87393561;JOB;2017;2017-04-25;C;C;Après 20h;13
GARGES SARCELLES;87276196;JOB;2019;2019-03-26;D;D;Avant 6h;1083
GRAND BOURG;87681353;JOB;2019;2019-03-26;D;D;Après 20h;21
ISSY;87393074;Samedi;2017;2017-04-22;C;C;Avant 6h;16
LA BORNE BLANCHE;87276287;Samedi;2019;2019-03-23;D;D;Après 20h;14
JOUFFROY TOCQUEVILLE;87881111;JOB;2017;2017-04-25;C;C;De 10h à 16h;11
JOUY EN JOSAS;87393512;Samedi;2017;2017-04-22;C;C;De 16h à 20h;159
